40.7177164,-73.9918354
33.4494381,-112.0021397
33.4463803,-111.9018876
41.8782438,-87.6298434
37.6886816,-122.4093304
38.8861652,-77.0487833
33.3573446,-111.8226541
33.7666362,-84.3932892
42.3632186,-71.0736876
47.6062447,-122.3320438
36.1172291,-115.1710734
34.0603976,-118.2487090
44.9779478,-93.2673009
30.2671836,-97.7431193
40.7668762,-73.8333535
39.7358302,-104.9865804
39.9516804,-75.1627359
34.0354870,-118.4389977
32.9808934,-117.0781180
32.8030205,-96.7698974
37.3478711,-121.9472872
28.5435015,-81.3764286
32.7113444,-117.1536387
32.2217132,-110.9265352
34.1274022,-118.3518837
29.7626978,-95.3823137
43.0405328,-87.9143326
33.8173064,-117.8912492
37.3902924,-122.0872864
25.7858124,-80.2179380
45.5234832,-122.6762804
33.5697346,-112.3140158
33.6743027,-117.8587893
-6.2127667,106.8446598
27.9494461,-82.4650736
34.1602104,-118.2236166
39.1000949,-94.5824387
35.2272634,-80.8431816
43.6529502,-79.3826089
37.7931422,-122.2663833
39.9968324,-82.9999549
39.7684503,-86.1582494
33.8729860,-118.3620911
39.2862503,-76.6146693
47.6452246,-122.1686748
34.0489281,-111.0937311
40.4391746,-79.9956503
34.1314601,-118.1180118
40.7666683,-74.1924955
37.5437249,-122.3023086
33.6508960,-117.7520740
33.8098780,-118.1489238
40.8651717,-73.8721401
29.4249166,-98.4936241
41.4874845,-81.7074693
26.1208627,-80.1589067
35.7713142,-78.6367141
38.6455253,-90.2293588
51.5029913,-0.1255373
44.9620341,-93.1191078
38.5815331,-121.4956515
40.7080710,-73.5844003
38.9852215,-77.4059723
38.8683204,-77.2433994
34.0912975,-117.9803895
40.7596000,-111.8960778
39.1285678,-84.5030927
37.5429447,-77.4685888
36.1642040,-86.7814398
49.2401720,-123.1118602
35.2013516,-111.6392490
40.0149856,-105.2705456
39.0056565,-77.1265310
32.8775841,-97.0147315
40.9847184,-73.7742391
34.0618856,-117.6717846
41.2535275,-95.9993828
